name,title,country,elo,birth_year,approx_age
"MADSEN, DAG",4,1,2243,1971,52
"MAYCOCK BATES, DAVID HENRY",2,62,2243,2003,20
"MELAA, SONDRE",0,1,2243,2003,20
"MIGUEL, SERGIO",4,107,2242,1984,39
"AL-ALI, HUSSEIN ALI HUSSEIN",6,106,2242,1968,55
"ARIAS, LEMNYS A.",6,105,2242,1978,45
"BOEV, VIKTOR",0,12,2242,2001,22
"BULATOVIC, DRAGAN",0,51,2242,1978,45
"CALCINA, GARY",0,27,2242,1990,33
"JAFERIAN, KOOSHA",2,13,2242,1998,25
"KESIDIS, ODYSEAS",0,33,2242,1991,32
"MATEJOVIC, JURAJ",0,46,2242,1981,42
"SCHWAEGLI, BRUNO",4,48,2242,1960,63
"YUKSEL, ATILLA KOKSAL",2,32,2242,1996,27
"ITGELT, KHUYAGTSOGT",0,65,2241,2004,19
"KUSIAK, MATEJ",0,46,2241,1991,32
"LABUSSIERE, YAGO",0,42,2241,2004,19
"SCHWANDER, LUKAS",0,48,2241,1998,25
"SOZA DE LA CARRERA, JOSE",0,34,2241,1974,49
"STEPINS, EDGARS",4,38,2241,1995,28
TRAN MANH TIEN,4,11,2241,1990,33
"YERITSYAN, HAYK",4,18,2241,1998,25
"SAHITAJ, NAIM",0,76,2241,1973,50
"MAKOLLI, PERPARIM",4,76,2241,1965,58
"PLASKAN, JURE",0,31,2241,1991,32
"BURTASOVA, ANNA",7,40,2241,1987,36
"FIDALGO, ANDRE NEVES",0,69,2241,1999,24
"DECROP, BENJAMIN",0,39,2240,1994,29
"EL ASSIOUTI, SHERIFF",6,19,2240,1960,63
"JERIC, SIMON",6,31,2240,1963,60
"GRAVE, JACOB TEMPLEN",2,1,2240,2003,20
"LEONG, LUKE",2,52,2240,1986,37
"LIU, CASPER",4,36,2240,2005,18
"LOMAKO, PAVEL",6,58,2240,1983,40
"MALIUSH, ANDREI",4,58,2240,1972,51
"MANTOVANI, RENZO",6,35,2240,1963,60
"MASTALERZ, XAVIER",0,39,2240,1991,32
"NEVES, PEDRO",0,69,2240,1994,29
"PIDLUZNIJ, GLEB",0,54,2240,2007,16
"SAKIR, RIDVAN",4,32,2240,1999,24
"TIRELLI, MAURO",0,35,2240,1996,27
"BOGO, SOREN",0,36,2240,1968,55
"BUZETI, JERNEJ",4,31,2240,1987,36
"SCHOEMANS, ROY",0,39,2239,1983,40
"AALTO, PATRIK",0,53,2239,2004,19
"AKYLBEKOV, NASYR",4,97,2239,1984,39
"BOUCQUET, EMILE",2,39,2239,1997,26
"DI MURO, MATIAS",0,29,2239,1991,32
"HEINOLA, VESA",2,53,2239,1972,51
"HJELMAS, LARS",4,1,2239,1971,52
"KRALOVIC, ANDREJ",0,46,2239,1988,35
"MICHELEN RODRIGUEZ, VICTOR ISAAC",2,92,2239,1986,37
MOHAMMAD MINHAZ UDDIN,6,78,2239,1989,34
"RIISEM, OYVIND",0,1,2239,1985,38
"SYAPUTRA, ARIFA RIZKI",0,67,2239,1999,24
"VILLALBA, MARCELO",6,43,2239,1994,29
"PHAM, BICH NGOC",5,40,2238,1990,33
"SARWAT, WALAA",6,19,2238,1960,63
"ANISTRATOV, DMITRIY",4,41,2238,1974,49
"RATHLEV, JAKOB",2,36,2238,1978,45
"QALICHAVA, AKAKI",0,47,2238,2005,18
"REGO, VINICIUS V. DE ALMEIDA",4,42,2238,1981,42
"PRITCHETT, CRAIG W",6,60,2238,1949,74
"PRISACARU, STEFAN-EMILIAN",2,9,2238,2005,18
"PHAM, TRAN GIA PHUC",4,11,2238,2009,14
"ASLLANI, MUHAMET",0,76,2238,2000,23
"DAPPIANO, ANDREA",4,35,2238,1993,30
"DUKIC, ZACHARY",4,40,2238,1997,26
"GRACIA ALVAREZ, GERARDO ANTONIO",4,62,2238,1997,26
"KHONGHALOOS, GALEH",0,39,2238,1988,35
"MC INTOSH, ISAIAH",4,86,2238,2000,23
"WESTERINEN, HEIKKI M.J.",8,53,2237,1944,79
"DAHL, FREDRIK A",0,1,2237,1967,56
"GASPARYAN, ERIK R.",0,18,2237,2007,16
"HOSSEINZADEH, NIMA",4,13,2237,1989,34
"KVISVIK, BREDE ALEX.",4,1,2237,1984,39
"MANSNER, HARRY",4,53,2237,1995,28
"MILAT, MARCEL",4,40,2237,1969,54
"MORK, KJELL ARNE",4,1,2237,1964,59
"SLIBAR, MATJAZ",0,31,2237,1970,53
"VANCINI, EDOARDO",4,35,2237,1965,58
"CORVI, MARCO",4,35,2237,1968,55
"ZOZULIA, ANNA",6,39,2236,1980,43
"TRONENKOVS, VALDIS",4,38,2236,1985,38
"MAASS GARZA R, ALEJANDRO",0,62,2236,1965,58
"JUSTO, DAMIAN",4,29,2236,1972,51
"HITI, DOMEN",0,31,2236,1995,28
"GOMEZ BARRERA, JAVIERA BELEN",5,34,2236,2002,21
"GIJSEN, STIEF",0,39,2236,1991,32
"DONOVAN, LINTON",0,39,2236,1981,42
"ASHRAF, SHEREIF",4,19,2236,1995,28
"VIRTANEN, ANTTI",4,53,2235,1970,53
"AGASAROV, BENIK",4,18,2235,2009,14
"BAKER, CHRIS W",6,20,2235,1958,65
"CASTRILLON GOMEZ, MELISSA",5,63,2235,1995,28
"CISIC, ALAN",0,55,2235,1969,54
"CONNELL, BLAIR N",0,20,2235,1976,47
"DEMAC, ELIAS",0,1,2235,1992,31
"EDVARDSSON, KRISTJAN",0,61,2235,1973,50
"ELETSKIKH, ALEXANDR",0,50,2235,1988,35
"FILEV, GEORGI",4,12,2235,1984,39
"JUSTIN, MATJAZ",4,31,2235,1966,57
"LESKOVAR, MATIAS",4,29,2235,1979,44
"PEITL, TOMAS",0,46,2235,1992,31
"PISAREVIC, GORAN",0,55,2235,1970,53
"RAHMANOV, SHAHRIYAR",4,8,2235,1990,33
"SISABAYEV, KUANYSH",4,41,2235,1981,42
"STRAUSS, JUERGEN 311",4,48,2235,1963,60
"TASSI, OLIVIERO",4,35,2235,1961,62
"THORGEIRSSON, JON KRISTINN",4,61,2235,1999,24
"ZHEMBA, JEMUSSE",4,98,2235,1996,27
"ERDEN, KADIR",4,32,2234,1984,39
"RADIC, BOJAN",0,55,2234,1986,37
"POH, XUAN RUI ETHAN",0,52,2234,2005,18
"OLDE, MARGARETH",5,66,2234,2000,23
"NONES, II TEODULFO",0,56,2234,1978,45
"MARTINEZ DE NEGRI, GONZALO",0,29,2234,1994,29
"LEHMANN, ANDREAS",4,48,2234,1989,34
"ITURRY QUINONEZ, MILTON",0,27,2234,1972,51
"DELFINO, LUIGI",0,35,2234,1982,41
"WILLIAMS, SAMUEL G",0,20,2234,1987,36
"VOJTEK, VLADIMIR",4,46,2234,1971,52
"SOHAL, TANRAJ",4,40,2234,1996,27
"SARGISSYAN, SARGIS",4,18,2234,1990,33
"RAT, DAN-OVIDIU",4,9,2234,1972,51
"ZULUAGA MANCILLA, CESAR",6,63,2233,1977,46
"VLCEK, STANISLAV",4,46,2233,1977,46
"SPORNBERGER, ANDRE",4,35,2233,1998,25
"MORADO, JETH ROMY",4,56,2233,1999,24
"KOFIDIS, ANDREAS",6,33,2233,1964,59
"GEORGIEV, BISER",0,12,2233,1962,61
"DAMIA, ANGELO",6,35,2233,1985,38
"ANDREASEN, PER NAESBY",4,36,2233,1955,68
"DEMIRCIOGLU, EMRE",0,32,2232,1979,44
"BAASANSUREN, ERDENE",4,65,2232,2003,20
"BAKALARZ, MIETEK",6,85,2232,1960,63
"BAO, KHOA",6,11,2232,1990,33
"BOMANS, ARNO",4,39,2232,1990,33
"BUYUKASIK, DIYAP",4,32,2232,1996,27
"KAGIROV, RAVIL",0,10,2232,1962,61
"KIGIGHA, BOMO LOVET",4,110,2232,1982,41
"MORALES GARCIA, SERGIO JOSHAFATT",4,62,2232,1990,33
"NIDEROEST, BRUNO",0,48,2232,1969,54
"NYAZI, NEHAD",0,19,2232,1974,49
"OLAPE, BUNMI",6,110,2232,1973,50
"OSORIO ITANARE, FERNANDO AUGUSTO",2,79,2232,1986,37
"PASALIC, HARUN",4,55,2232,1983,40
"POPOVIC, ZORAN",4,55,2232,1964,59
"PRINCIPE, GERSON",4,27,2232,1995,28
"RAEV, ROSTISLAV",0,12,2232,1984,39
"SUBROTA, BISWAS",4,78,2232,2002,21
"VEISI, BARDIA",0,13,2232,2000,23
"GNUSAREV, PAVEL",6,41,2231,1972,51
"BLINKOV, PAVEL",0,53,2231,1987,36
"LOZANO RAMIREZ, NESTOR FAVIAN",4,63,2231,1994,29
"MILETIC, VUK",0,51,2231,2003,20
"POPCHEV, MILKO",8,12,2231,1964,59
"ROGGE, PARCIVAL",0,39,2231,2004,19
"SORIANO QUISPE, IVAN EXCENDER",4,27,2231,2004,19
"VUORISALO, VELI-MATTI",0,53,2231,1985,38
"DJABRI,MASSINAS",4,74,2231,2001,22
"GOKSEL, DOGA CIHAN",0,32,2231,1981,42
"NINOV, DAYAN",4,12,2230,1993,30
"PADURARIU, MIHAI-EDWARD",0,9,2230,2004,19
"PAPAKONSTANTINOU, DIMITRIOS",4,33,2230,1996,27
"PRUNESCU, CLAUDIU",4,48,2230,1971,52
"RYAN, JOSEPH",4,80,2230,1968,55
"ROHACEK, MIROSLAV",4,46,2230,1980,43
"STERCK, ARNO",4,39,2230,1999,24
"SWINDELLS, JONATHAN E",0,20,2230,1982,41
"ALARCON PRINCIPE, WILFREDO RUY",0,27,2230,1976,47
"ARANGO ARENAS, JUAN CAMILO",4,63,2230,1990,33
"BACH, NGOC THUY DUONG",5,11,2230,2003,20
"DANADA, TOMAS",4,46,2230,1995,28
"HAMBLOK, ROEL",4,39,2230,1988,35
"LIENHARD, ALEX",0,48,2230,1994,29
"LUNGU, NASE",4,93,2230,1973,50
"ILIC, ZORAN",4,59,2229,1963,60
"CIOLACU, ALESSIA-MIHAELA",3,9,2229,2004,19
"DOUNIS, ALEXANDROS",4,33,2229,1992,31
"DUMPOR, ATIF",6,55,2229,1958,65
"FLORES TOMASTO, LUIS",0,27,2229,1999,24
"GONZALEZ ARROYO, LENIN",4,62,2229,1980,43
"JORGENSEN, PER HENRIK DORFF",0,36,2229,1963,60
"KOVAC, ANDREJ",0,46,2229,1994,29
"LEWIS, ANDREW P",4,20,2229,1960,63
"LIEN, KJELL HAKON",0,1,2229,1998,25
"MAMEDJAROVA, TURKAN",7,8,2229,1989,34
"MOHAMMED, ZOZEK SALAH MOHAMMED",4,106,2229,1986,37
"NAZAROVA, ANASTASIA",3,53,2229,2001,22
"PENA DUARTE, FABIAN DARIO",0,63,2229,1989,34
"RAMIREZ, CARLOS",6,63,2229,1959,64
"SONJAYA, DENI",4,67,2229,1977,46
"URIBE, JHONNY ALBERTO",2,79,2229,1984,39
"ERZHANOV, ARMAN",4,41,2228,1983,40
"DAL BORGO, ALBIN",0,39,2228,1975,48
"BOFFA, MAURO",0,48,2228,1985,38
"BERRY, NEIL",4,60,2228,1977,46
"ZAHARIEV, ZAHARI",6,12,2228,1961,62
"XU, DANIEL",2,40,2228,2008,15
"VIANA DA COSTA, FERNANDO",4,42,2228,1988,35
"TOPI-HULMI, TEEMU",4,53,2228,1981,42
"THORSTEINSSON, ARNAR",2,61,2228,1967,56
"STABULNIEKS, KLAVS",0,38,2228,2000,23
"SKOTHEIM, ANDREAS",2,1,2228,1999,24
"RADIL, CASPER",0,36,2228,1978,45
"MARRA, EDUARDO DA COSTA",4,42,2228,1984,39
"KRAJNAK, MARTIN",4,46,2228,1967,56
"KARLSSON, AGUST S",4,61,2228,1963,60
"ISTONA, MARTIN",4,46,2228,1997,26
"HERRERA ORTIZ, MIGUEL",6,62,2228,1967,56
"HAGESATHER, HALVARD",4,1,2228,1970,53
"THORSTEINSSON, THORSTEINN",4,61,2227,1960,63
"XIE, FELIX",4,104,2227,2008,15
"ZAPOLSKIS, ANTANAS",6,54,2227,1962,61
"ZHU, HENGYI",0,3,2227,2004,19
"COSMA, ELENA-LUMINITA",7,9,2227,1972,51
"DINEV, DEJAN",4,59,2227,1969,54
"DJUROVIC, PEKO",0,51,2227,2006,17
"DOLNAK, MICHAL",0,46,2227,1996,27
"GORIC, ESAD",6,55,2227,1954,69
"ILYASLI, UGHUR",4,8,2227,2004,19
"KAMBER, BRUNO",4,48,2227,1963,60
"LARGE, PETER G",6,20,2227,1956,67
"LIPTAK, TOMAS",0,46,2227,1990,33
"MARTYNKOVA, OLENA",5,54,2227,2000,23
"OLANREWAJU, AJIBOLA",0,110,2227,1975,48
"OVEJERO, JUAN MANUEL",0,29,2227,1985,38
"PHAM, XUAN DAT",2,11,2227,1987,36
"POTTS, ALAN W",2,20,2227,1956,67
"SADIKIN THE, IRWANTO",6,67,2227,1970,53
"STANKOVIC, ZELJKO",0,48,2227,1977,46
"STEFANOVSKI, DUSHAN",4,59,2227,1961,62
"VAGHAR, MOHSEN",0,13,2227,1984,39
"AITHMIDOU, MOHAMED-MEHDI",4,64,2227,1990,33
"BERGSSON, SNORRI",4,61,2227,1969,54
"BRATANOV, VASIL",0,12,2227,1979,44
"CASTIGLIONE, MARIO",0,46,2227,1979,44
"AMURA, CLAUDIA",7,29,2226,1970,53
"CHANDLER, CLIFF R",0,20,2226,1955,68
"ELSAYED, MOHAMED SAMIR",4,19,2226,1977,46
"GATTASS, ALLAN",4,42,2226,1985,38
"HUGHES, JOHN L",0,80,2226,1996,27
"MENNA BARRETO, LUIZ NEY",4,42,2226,1961,62
"MORADI, BEHROOZ",4,13,2226,1975,48
"PRAET, MAARTEN",0,39,2226,1977,46
"MORENO PEREZ, TOBIAS SEBASTIAN",4,29,2226,2005,18
"MRNDJIC, MUAMER",0,55,2226,1977,46
"MUMINOVA, NAFISA",7,10,2226,1990,33
"NAREKS, MATIC",2,31,2226,2006,17
"NSUBUGA, HARUNA",4,101,2226,1992,31
"OTHMAN, A. MOUSSA",4,23,2226,1975,48
"RIVERA, INGRIS",5,63,2226,1988,35
"SIMONET, MARC",4,72,2226,1977,46
"STOJIC, DUSAN",4,49,2226,1989,34
"TERRYN, EZRA",0,39,2226,1997,26
"LOPEZ AZAMBUJA, NICOLAS",4,37,2225,1986,37
"KIRATZOPOULOS, EFTHIMIOS",0,33,2225,1989,34
"DELANEY, JOHN",4,80,2225,1962,61
"BIZOVI, MIHAI",0,50,2225,1995,28
"AYYAD, HUSAIN",4,122,2225,1986,37
"ZAKARIA, ESAM",0,19,2225,1962,61
"TIU, SHERWIN",0,56,2225,1991,32
"SUHOGERLLA, XHEVAT",0,76,2225,1957,66
"STUCL, BOZO",4,31,2225,1963,60
"STOJANOVSKI, SANDI",4,36,2225,1970,53
"STARICEK, PETER",0,46,2225,1981,42
"ROULET-DUBONNET, EMERIK VAPENSTAD",4,1,2225,2004,19
"RIBEIRO, MATHEUS MENDES DOMINGUES",2,42,2225,2005,18
"ORUJOV, FARID",4,8,2225,2008,15
"MURKO, DAVID",0,31,2225,1998,25
"MUIR, ANDREW J",6,60,2225,1958,65
"KOMIC, IBRAHIM",0,55,2225,1960,63
"STRUCH, THOMAS",0,36,2224,1979,44
"ONDRUS, MARTIN",4,46,2224,1990,33
"KONTIC, DJORDJIJE",6,51,2224,1969,54
"ARSLAN, MUHAMMED EMIN",0,32,2224,2006,17
"GONZALEZ RODRIGUEZ, JORGE A.",6,63,2224,1954,69
"ISIK, ENGIN YASAR",0,32,2224,1982,41
"JANKO, MICHAL",0,46,2224,1988,35
"DOKNJAS, JOHN",4,40,2224,1999,24
"EBELING, MIKA",4,53,2224,1964,59
"CAUSO, DENIEL",4,56,2224,1984,39
"TRYGSTAD, KRISTIAN J.",4,1,2224,1978,45
"ULVIN, DAG",0,1,2223,1968,55
"PISU, ROBERT-DANIEL",4,9,2223,1993,30
"MARCETA, PREDRAG",4,31,2223,1977,46
"LUPIAN, ALEXANDER",0,56,2223,1959,64
"LEENAERTS, ROBIN",0,39,2223,1990,33
"YILMAZ, GOKTAN",2,32,2223,2000,23
"LAFOSSE, JIMMY",0,39,2223,1993,30
"KELER, FARUK",4,32,2223,1980,43
"GUNAWAN, RONNY",6,67,2223,1960,63
"DIVE, RUSSELL JOHN",6,104,2223,1966,57
"DE BRIEY, LAURENT",0,39,2223,1975,48
"YARASHOV, AZAT",0,70,2223,1986,37
"BARANCIUC, ALEXANDR",0,50,2223,2006,17
"APAYDIN, FETHI",4,32,2222,1989,34
"BURNETT, ANDREW",4,60,2222,1968,55
"CACERES LEAL, JAIME",0,34,2222,1986,37
"FENIK, JOZEF",0,46,2222,1996,27
"GENOVA, LYUBKA",5,12,2222,1983,40
"HUSS, ANDREAS",6,48,2222,1950,73
"KVALOY, AKSEL BU",4,1,2222,2008,15
"MARTIAN, DRAGOS-DANIEL",0,9,2222,1993,30
"MURADOV, SOLTAN",2,70,2222,2002,21
"PRASTALO, BORISLAV",4,55,2222,1957,66
"REWITZ, POUL",4,36,2222,1962,61
"VARGAS ARTEAGA, ALEXIS",4,63,2222,1989,34
"WILDI, MARCEL",4,48,2222,1966,57
"ZORKO, DUSAN",0,31,2222,1966,57
"ABDULLA, KHAYALA",7,8,2221,1993,30
"SOBH, AMROU",6,19,2221,1969,54
"SILVA, PEDRO GIL FERREIRA DA",4,69,2221,2005,18
"NIKOLOV, SASHO",6,12,2221,1958,65
"MORRISON, GRAHAM",4,60,2221,1958,65
"MAMMADOVA, NARMIN",5,8,2221,1999,24
"LEVY, DAVID N L",6,60,2221,1945,78
"KAFOROS, DIMITRIOS-ALKIS",0,33,2221,1993,30
"JAGGY, MATTEO",0,48,2221,2006,17
"GOOSSENS, ETIENNE",4,39,2221,1973,50
"FAGHIRNAVAZ, ALI",4,13,2221,1970,53
"BRNUSAK, TOMAS",0,46,2221,2005,18
"BICHSEL, WALTER",4,48,2221,1954,69
"KONJICANIN, MURIS",4,55,2220,1983,40
"AHMAD, KHAGAN",0,8,2220,2011,12
"ANGHELUS, ALIN-GABRIEL",0,9,2220,2002,21
"DAMBRAUSKAS, VIRGINIJUS",6,54,2220,1962,61
"FEDERIC, JOZEF",4,46,2220,1986,37
"JANKO, ZOLTAN",0,46,2220,1984,39
"JODORCOVSKY WERJIVKER, PAULO",2,43,2220,1975,48
"KOVACOCY, PAVEL",4,46,2220,1967,56
"MILONAKIS, GEORGIOS",0,33,2220,1982,41
"NOGUEIRA, NELSON",6,69,2220,1969,54
"PICCOLI, LUCAS FONSECA",0,42,2220,2003,20
"PURANEN, JUKKA",4,53,2220,1967,56
"RANGEL, DANIEL",4,42,2220,1993,30
"TSIAMIS, KONSTANTINOS",4,33,2220,1983,40
"VAICEKAUSKAS, GYTIS",0,54,2220,1995,28
"ZAMBOR, NORBERT",4,46,2220,1974,49
KYAW ZIN LATT,0,88,2219,1982,41
"GALMANDAKH, BADRAKH",0,65,2219,1990,33
"BEKTUROV, TAMERLAN",4,41,2219,2002,21
"CHUMFWA, STANLEY",6,93,2219,1976,47
"AIKHOJE, ODION",6,110,2219,1971,52
"AKDOGAN, ALPEREN",4,32,2219,2001,22
"VUJIC, BRANIMIR",0,55,2219,1967,56
"ROSTOMYAN, MIKAYEL",2,18,2219,2006,17
"MITEV, VALENTIN",4,12,2219,2004,19
MEHDI HASAN PARAG,4,78,2219,1985,38
"ESCALONA LANDI, SAMID EDUARDO",2,79,2218,2002,21
"FRARE, FERNANDO CESAR",0,42,2218,1975,48
"GEORGES, SACHA",4,48,2218,1969,54
"KIROSKI, TONI",6,59,2218,1968,55
"IMANALIEV, TAALAIBEK",4,97,2218,1965,58
"PEDOSON, GEORG ALEKSANDER",0,66,2218,2004,19
"PEYCHEVA, GERGANA",4,12,2218,2003,20
"TVARIJONAS, TOMAS",4,54,2218,1996,27
"ZARINFAM, ARSALAN",4,13,2218,1984,39
"ALBUQUERQUE JUNIOR,WELLINGTON S.",0,42,2218,1982,41
"ALTUN, ARDA",4,32,2218,2005,18
"BANAS, KAMIL",0,46,2218,1981,42
"BARDHI, VALMOR",0,76,2218,1976,47
"COOLS, GORIK",4,39,2218,1964,59
"TAKACS, LASZLO",4,46,2217,1997,26
"AMDOUNI, ZOUBAIER",4,87,2217,1987,36
"CAPO VIDAL, URIEL",6,62,2217,1986,37
"DOBROTKA, MARTIN",0,46,2217,1968,55
"KANTORIK, MARIAN",6,46,2217,1966,57
"MAES, THOMAS",0,39,2217,1978,45
"PAAKKONEN, TIMO",4,53,2217,1969,54
"PHILIPSEN, MATHIAS",0,39,2217,1992,31
"RAGHEB, MALAK",0,19,2217,1978,45
"ROJAS SALAS, STEVEN",4,27,2217,2004,19
"SCHMID, SANDRO",4,48,2217,1972,51
"STOYANOV, STOYAN OR",0,12,2217,2003,20
"WANTIEZ, FABRICE",4,39,2217,1971,52
"ZUPE, MIRAN",6,31,2217,1960,63
"PEDERSEN, HENRIK DAHL",0,36,2216,1976,47
"PIASETSKI, LEON",6,40,2216,1951,72
"RIBERA VEGANZONES, JOSEP MARIA",2,72,2216,2003,20
"SALO, TAPIO",4,53,2216,1966,57
"SILICH, YAHOR",4,58,2216,2006,17
"SILVA, MIGUEL ANTONIO NETO",0,69,2216,1992,31
"TILMATINE, AMAR",0,74,2216,1964,59
"NAVARRETE MENDEZ, GONZALO ALBERTO",4,62,2216,1988,35
"NADIR, SAMIR",4,123,2216,1973,50
"NASTORE, PAVEL-ALEXANDRU",4,9,2216,2007,16
"ARGOTE HEREDIA, VALENTINA",5,63,2216,2000,23
"EINARSSON, HALLDOR GRETAR",4,61,2216,1966,57
"GANTNER, MATTHIAS",4,48,2216,1988,35
"GAZIK, IGOR",6,46,2216,1960,63
"HAUBRO, SIGFRED",0,36,2216,1961,62
"HERNANDEZ, IVAN",4,27,2216,1971,52
"JAMIESON, PETER M",4,60,2216,1946,77
"LI, ZHUOLING",3,3,2216,1998,25
"MARTIN DEL CAMPO CARDENAS, ROBERTO ABEL",6,62,2215,1967,56
"MORALES MORENO, HUMBERTO",4,62,2215,1961,62
"PEDERSEN, DANIEL VESTERBAEK",4,36,2215,1975,48
"RIBERA VEGANZONES, SERNI",2,72,2215,2007,16
"SALO, HEIKKI",4,53,2215,1965,58
"TERELADZE, SOPIO",5,47,2215,1972,51
"UZUMCU, AHMET UTKU",4,32,2215,2004,19
"BARRY, COLM",0,80,2215,1959,64
"GEORG, MICHEL",0,48,2215,1971,52
"GRBOVIC, VESELIN",4,51,2215,1953,70
"LE, HUU THAI",2,11,2215,1997,26
"LUSTENBERGER, DANIEL",4,48,2215,1971,52
"MASLIKOVA, VERONIKA",5,46,2215,1986,37
"GAUCHE, CHARLES",4,42,2214,1971,52
"BALOGUN, OLUWAFEMI DANIEL",6,110,2214,1987,36
"BALOKAS, DIMITRIOS",0,33,2214,1992,31
"BEZUIDENHOUT, ROLAND",4,90,2214,1997,26
"CORDOBA ROA, ANGEL GABRIEL",4,63,2214,2006,17
"EYNULLAYEV, ALTAY",4,8,2214,2004,19
"FILALI, RAZZOUKI MAROUANE",2,64,2214,1993,30
"HEREGA, NEJC",0,31,2214,2007,16
"HUG, MARCEL",4,48,2214,1968,55
"KASIMOV, ALI",4,10,2214,2003,20
"NAJJAR, AHMAD",4,116,2214,1966,57
"PISKUR, MITJA",4,31,2214,1974,49
"POGAN, NIKOLAS",4,48,2214,1991,32
"SASATA, ROBERT",0,40,2214,1969,54
"SGIRCEA, SILVIA-RALUCA",5,9,2214,1989,34
"SORSA, NUUTTI",0,53,2214,1981,42
"TRAN, DANG MINH QUANG",4,11,2214,2005,18
"WONG, MENG KONG",8,52,2214,1963,60
"MCKAY, RODERICK M",6,60,2213,1952,71
"SZTOKBANT, BERNARDO VAINZOFF",4,42,2213,1993,30
"MENZIES, COLIN",4,80,2213,1988,35
"TERRY, JOSHUA",0,40,2213,1999,24
"XHELADINI, MAHMUT",4,76,2213,1955,68
"NG, GARY",4,40,2213,1986,37
"POLAJZER, DANILO",6,31,2213,1958,65
"PURIC, NENAD",4,55,2213,1968,55
"CRETNIK, URBAN",0,31,2213,1998,25
"GULBEYAZ, EMIR",2,32,2213,2003,20
"LAURSEN, CHRISTOPHER HOFMAN",0,36,2212,1972,51
"LYE, SVERRE",2,1,2212,2007,16
"MCCLEMENT, ANDREW",0,60,2212,1995,28
"MHANGO, BANELE",4,90,2212,2003,20
"MIHAILIDIS, ANASTASIOS",4,33,2212,1984,39
"NASTASE, ROBERT-PAUL",4,9,2212,1998,25
"OUAKHIR, PIERRE MEHDI",4,64,2212,1985,38
"RAZAGHI, BEHROOZ",0,13,2212,1987,36
"PETRAN, PETER",6,46,2212,1954,69
"SIMONSEN, CARSTEN",0,36,2212,1956,67
"TAPIE AMIONE, PABLO ADIB",4,62,2212,1988,35
"ADLER, JOEL",4,48,2212,1965,58
"DEDES, NIKOLAOS",4,33,2212,1966,57
"ELSETH, ROAR",4,1,2212,1961,62
"FREY,FABIAN",0,48,2212,2003,20
"HAYRAPETYAN, EDGAR",0,18,2212,2007,16
"KATENOV, AIBEK",0,41,2212,2002,21
"KNUDSEN, PER",4,36,2212,1959,64
"TEMIROV, BAKHYT",4,41,2211,1990,33
"ALEXAKIS, GEORGIOS",0,33,2211,2001,22
"BASTYS, ROBERTAS",0,54,2211,1981,42
"BERG, OLAF",4,57,2211,1986,37
"BRUASET, EIVIND",0,1,2211,2001,22
"CARRASCO JACOME, BRYAN",0,82,2211,1997,26
"CHEN, YUAN",0,3,2211,2007,16
"FARLEY, TERRY",6,113,2211,1973,50
"GABRIS, ONDREJ",0,46,2211,1984,39
"KHOJAYAN, VARDAN",0,18,2211,1990,33
"KOSO, EKREM",0,55,2211,1969,54
"MUNOZ SANCHEZ, MIGUEL",6,82,2211,1982,41
"NAGY, TOMAS",0,46,2211,1981,42
"NIPPULA, TIMO",0,53,2211,1963,60
"POPOVIC, MLADEN",4,51,2211,1956,67
"SANDU, MIHAELA",7,9,2211,1977,46
"TZERMIADIANOS, AGGELOS",0,33,2210,1975,48
"TAPIA OSTOLAZA, ALEXEI",4,83,2210,1997,26
"LOU, VINCENT",0,48,2210,2003,20
"LINDBOL, ALEKSANDER",0,1,2210,2001,22
"LE BESQ, ALEXANDER",0,36,2210,2000,23
"LARSEN, OLE",0,36,2210,1949,74
"JEITZ, CHRISTIAN",0,85,2210,1986,37
"HESSENBRUCH, ARNE",0,85,2210,1958,65
"GABR, MOHSEN",4,19,2210,1979,44
"BEUKES, DANTE M",6,124,2210,2003,20
"FIACAN, ROBERT",0,46,2210,1975,48
"VENG, JOHNNI",4,36,2210,1980,43
"BRANKOV, KRASIMIR",0,12,2209,1970,53
"VERGARA JOFRE, FELIPE",4,34,2209,1998,25
"VERA, PAVEL",0,99,2209,2002,21
"TRUSSEVICH, SERGEY",4,31,2209,1975,48
"SHARIFOV, MEKHRIDDIN",4,45,2209,2004,19
"SALIMIFARD, BEHTASH",0,13,2209,1994,29
"SAJIN, MIRKO",0,55,2209,2007,16
"PASIC, ENES",0,55,2209,1956,67
"MOOSAVIFAR, SEYED ABOLFAZL",0,13,2209,2010,13
"MAZNITSIN, ANDREI",4,97,2209,1984,39
"GEORGAKOPOULOS, NIKOLAOS K.",0,33,2209,2002,21
"DINH, NHO KIET",2,11,2209,2010,13
"GARBETT, PAUL ANTHONY",6,104,2208,1952,71
"GEISER, LAURENT",0,48,2208,1972,51
"HUYNH, LAURENT",2,39,2208,2003,20
"MENDOZA, RODRIGO",2,99,2208,1994,29
"ROMERO ARAYA, DIEGO",4,34,2208,1985,38
"ROOFTHOOFD, MARCEL",4,39,2208,1952,71
"TICONA ROCABADO, LICAEL RODERICK",4,99,2208,2008,15
"UNNELAND, MATHIAS",4,1,2208,2005,18
"VASQUES, ANTONIO PEDRO FREIXIAL",4,69,2208,1993,30
"ALEKSIC, NENAD C",4,51,2208,1969,54
"ALBISETTI, M.",0,48,2207,1969,54
"DA SILVA, LINDOLFO LUIZ",0,42,2207,1975,48
